FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
896,Archaeological Priority Area - Tier II,77576,a25df99c-6b10-4115-816d-72adb033933b, ,Summary and Definition  The Archaeological Priority Area covers a Listed 19th century school complex designed by Sir Arthur Blomfield. The school is located in Woodford Wells and is situated immediately to the north of the junction of the A104 Woodford H,43522.1178131104,843.731224992076
897,Archaeological Priority Area - Tier II,76604,39aaaa90-81cc-4a13-9db9-63aae7f693c2, ,"Summary and Definition   7.10.1 The Archaeological Priority Area covers the historic settlement of Muswell Hill, which is  centred on the convergence of several medieval roads.    7.10.2 The APA has been included at Tier 2",102763.960617065,1620.38774648674
898,Archaeological Priority Area,78099,d7c9b3c1-a254-42d8-b61f-52d184a8294b, ,Early post-glacial remains have been found in peat exposed along the Wandle Valley including at Carshalton and the former Wandle Valley Hospital Site.,383424.828079224,4381.58261238463
899,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",2573.96710205078,206.446168655356
900,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",2937.78644561768,228.506514401411
901,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",3124.8373336792,242.294797095373
902,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",16386.3446731567,515.658621752165
903,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",8311.09725952148,416.061430846954
904,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",9017.6600189209,387.653844227821
905,Archaeological Priority Area - Tier II,77290,822bab09-ae24-4298-b906-bb8ce4273eaa, ,"Summary and Definition  This Archaeological Priority Area includes four post medieval cemeteries and burial grounds. These are St. Lukes Gardens, Seward Street Recreation Ground, Spa Fields Park and Joseph Grimaldi Park. The sites are all situated to the",1326.76493835449,161.381518023269
906,Archaeological Priority Area - Tier I,76556,35635ed3-8294-4129-9795-61006152c157, ," p Summary and Definition /p 

 p The Archaeological Priority Area covers the scheduled Roman settlement at Wickham Court Farm which is situated on either site of the Roman road between Lewes and London (APA 2.2). The settlement has been partially excava",653498.263244629,3992.95484247103
907,Archaeological Priority Area - Tier II,77310,84629866-c016-40a6-949c-46dc69c2bde8, ,Summary and Definition  	The Stratford Works Archaeological Priority Area covers part of the site where the railway engineering works were located from the mid 19th century until the second half of the 20th century.  The APA covers an area to the north w,139198.639350891,2310.63742731663
908,Archaeological Priority Area - Tier II,77911,c56eba07-4389-4673-a062-6fdeb72397c8, ,Summary and definition  The Archaeological Priority Area covers the historic core of Farnborough and an area  to agricultural land to the south. In addition to the remains of the medieval and postmedieval  settlement the ,1225894.71955872,7213.5379349244
909,Archaeological Priority Area - Tier II,77345,886ca353-9c77-49f6-9d36-1e012c7846de, ,Summary and Definition  The Archaeological Priority Area covers the Grade II Listed Gwynne House in Woodford Bridge which was built in 1816. The APA has been designated as Tier 2 because it covers a post medieval mansion that is on the site of the mediev,21133.669883728,628.605658271943
910,Archaeological Priority Area,77171,768b14eb-59d0-4009-b673-67a24acbe818, ,"The terrace gravels fringing the Thames are commonly associated with evidence of successive prehistoric communities, including enclosed fields and open settlements.",1401393.59723663,5414.06780759703
911,Archaeological Priority Area,77171,768b14eb-59d0-4009-b673-67a24acbe818, ,"The terrace gravels fringing the Thames are commonly associated with evidence of successive prehistoric communities, including enclosed fields and open settlements.",2323362.11172485,8615.39132527278
912,Archaeological Priority Area,77171,768b14eb-59d0-4009-b673-67a24acbe818, ,"The terrace gravels fringing the Thames are commonly associated with evidence of successive prehistoric communities, including enclosed fields and open settlements.",148047.290626526,1657.45967149456
913,Archaeological Priority Area,76311,19d8251c-1f63-4294-a5dc-a7f851e437f1, ,A mixed rite cemetery has been located about 350 metres south of the Beddington Villa between the Roman villa and cemetery. Inhumation and cremations reveal an extensive cemetery used for internment between the 5th and 7th Centuries. Associated burial go,84508.3809356689,1212.92461219878
914,Archaeological Priority Area - Tier II,77799,b9c186cf-750f-4d1c-9c8c-ad9afc661ee1, ,"Summary and Definition  	The APA covers the route of the Roman road known as Stane Street which connected London with Chichester and crossed the south-eastern part of Wandsworth in a north-east to south-west direction.  Tooting High Street, Upper Tooting",161924.916938782,1970.9261838837
915,Archaeological Priority Area - Tier II,77799,b9c186cf-750f-4d1c-9c8c-ad9afc661ee1, ,"Summary and Definition  	The APA covers the route of the Roman road known as Stane Street which connected London with Chichester and crossed the south-eastern part of Wandsworth in a north-east to south-west direction.  Tooting High Street, Upper Tooting",252168.909713745,3417.26760317471
916,Archaeological Priority Area - Tier II,77799,b9c186cf-750f-4d1c-9c8c-ad9afc661ee1, ,"Summary and Definition  	The APA covers the route of the Roman road known as Stane Street which connected London with Chichester and crossed the south-eastern part of Wandsworth in a north-east to south-west direction.  Tooting High Street, Upper Tooting",146106.181541443,1676.97278810823
917,Archaeological Priority Area - Tier II,77799,b9c186cf-750f-4d1c-9c8c-ad9afc661ee1, ,"Summary and Definition  	The APA covers the route of the Roman road known as Stane Street which connected London with Chichester and crossed the south-eastern part of Wandsworth in a north-east to south-west direction.  Tooting High Street, Upper Tooting",113634.173484802,1504.08827656241
918,Archaeological Priority Area,78097,d7bca39d-68fa-4bd8-9fed-41dda8d82120, ,Medieval - Early Post Medieval settlement site.,130204.196617126,3872.33512974886
919,Archaeological Priority Area - Tier II,78163,decbc84e-3314-42dc-9cbd-dd7472c949fd, ,"Summary and definition  The Archaeological Priority Area covers Harvington Sports Ground in Beckenham. The  recreation ground was opened in 1964 on the site of Eden Lodge, a post-medieval  house built in 1834. The area ha",193517.289802551,2634.56255040767
920,Archaeological Priority Area,77452,947a31cf-3560-44b2-a7b3-c37c7691fe9b, ,Medieval - Early Post Medieval moated site.,27432.6563339233,658.058840490833
921,Archaeological Priority Area - Tier II,76308,196da4af-fc26-4f87-9457-39371a7e7f09, ,"Summary    The Archaeological Priority Area comprises Coppermill, Walthamstow; the site of a historic mill complex with both surviving structures as well as preserved below ground features. The mill was located at the westernmost end of Coppermill Lane a",38973.3596801758,1007.4233509456
922,Archaeological Priority Area,76235,10e5c531-695b-4fc3-bfda-cfcf867163e9, ,Medieval - Early Post Medieval moated manor site.,57451.1147155762,970.672021147275
923,Archaeological Priority Area,76657,3f990b5b-f55c-4fe0-b4b9-99be5aa44817, ,Medieval - Early Post Medieval site.,19712.7789764404,651.004505482344
924,Archaeological Priority Area,77399,8ebe7462-9313-4380-ad84-17457b45e3d0, ,The Manor House (Listed Grade II*) was built in 1771 and owned by the Baring banking family between 1796 and 1901.  The layout of the gardens (Registered Grade II) is essentially 18th/19th century with a winding path surrounding a sweeping central lawn a,58501.9222869873,1018.88032380633
925,Archaeological Priority Area,76310,19cde0a5-fa55-4e62-a6d7-bd882ee599ca, ,Early medieval settlement site.,591791.355308533,3073.06607738109
926,Archaeological Priority Area - Tier II,209753,7efcc379-0895-4b7b-ae89-a01da7d534e7, ," p  strong Summary and Definition  /strong  /p 

 p  nbsp; /p 

 p The Ham Fields Archaeological Priority Area covers a large area of undeveloped open land along the Thames riverside to west of Ham. It is a Tier 2 APA because of a history of significant",859449.853057861,8152.84135797098
927,Archaeological Priority Area - Tier I,78175,dfdec780-e903-4807-917b-1cfa71bde3b8, ,Summary and Definition  	The Elmers End Archaeological Priority Area covers part of South Norwood Country Park around the Elmers End moated site which is a Scheduled Monument.  The APA is classified as Tier 1 because it includes a scheduled site.    Desc,39739.6233139038,901.560596192218
